contrast,left_condition,right_condition,family,delta_h20,delta_valid_vocab,delta_semantic_step
C1,procedural_prose,controlled_nl,gcd_family,0.08164305348441891,0.0750538881604853,0.07976562391446079
C1,procedural_prose,controlled_nl,grouping,-0.08515619056857832,-0.23505710101404864,-0.1258943597144055
C1,procedural_prose,controlled_nl,insertion_sort,-0.011347238232720047,-0.0725170038381367,0.005694233394779091
C1,procedural_prose,controlled_nl,lcm_family,0.06741803958289261,0.035348218166723844,0.09834247034689586
C1,procedural_prose,controlled_nl,linear_search,0.08510386417932014,-0.007755095447067872,0.20607506920830237
C1,procedural_prose,controlled_nl,matrix_aggregate,-0.041845005617619835,-0.14275752245406198,-0.04680350160937419
C1,procedural_prose,controlled_nl,matrix_search,0.13063245707350113,0.08427635076203638,0.2471442030234005
C1,procedural_prose,controlled_nl,matrix_transform,0.026818795081559876,-0.058210863342742836,0.027596257395580748
C1,procedural_prose,controlled_nl,membership_test,0.06569851979561825,0.021742774385230534,0.23559795131151573
C1,procedural_prose,controlled_nl,merge_sorted,0.03751427947020042,0.004629657496933337,0.02725535599357387
C1,procedural_prose,controlled_nl,mode_selection,-0.0061017446060701586,-0.10114439257958219,-0.037883917064564454
C1,procedural_prose,controlled_nl,monotonicity,0.05991981754017317,0.04194291532602562,0.11611763211627601
C1,procedural_prose,controlled_nl,numeric_reverse,0.13597717061213693,0.10201824163296652,0.2142547618949039
C1,procedural_prose,controlled_nl,ordered_intersection,-0.15937408162604627,-0.3665792995562579,-0.17677940054100416
C1,procedural_prose,controlled_nl,palindrome_test,0.014792676301942587,-0.025556630719568207,0.0391689500244044
C1,procedural_prose,controlled_nl,parity_count,0.014875740049684394,-0.05162505495886577,0.1015483779788609
C1,procedural_prose,controlled_nl,partition,0.07191204799964968,-0.006919958159421258,0.07922544663185255
C1,procedural_prose,controlled_nl,primality,0.06140546337959657,0.05539177838215714,0.12475070602236993
C1,procedural_prose,controlled_nl,reverse_sequence,-0.1292990114034232,-0.2882108671407853,-0.013622313393724106
C1,procedural_prose,controlled_nl,rotation,0.0008313699781538064,-0.10525406303941809,-0.01713818810623846
C1,procedural_prose,controlled_nl,scan_extremum,0.04500811261253812,-0.03373331028103954,0.2580098980996261
C1,procedural_prose,controlled_nl,selection_sort,-0.04045152429304344,-0.13526007598388867,-0.07258994806049263
C1,procedural_prose,controlled_nl,set_relation,-0.0037919970745061704,-0.1233520692025406,0.15761000049790463
C1,procedural_prose,controlled_nl,sign_filter,-0.14255885997476775,-0.29733559974829665,-0.06813900395810268
C1,procedural_prose,controlled_nl,sign_sum,-0.014051620784770347,-0.10243505859769486,0.08490463232897405
C1,procedural_prose,controlled_nl,sliding_window,-0.041228667773861805,-0.17681552469781348,-0.10337275393284745
C1,procedural_prose,controlled_nl,string_filter,-0.13657998234202962,-0.2790137510938483,-0.020701471205616606
C1,procedural_prose,controlled_nl,threshold_count,-0.021729653912632263,-0.14491413507094875,0.06914676153022431
C1,procedural_prose,controlled_nl,word_count,-0.17554594852715544,-0.42750473233156383,-0.21778551210032138
C2,controlled_nl,pseudocode,adjacent_analysis,0.12871009976775244,0.17254582859346695,0.1326065661534082
C2,controlled_nl,pseudocode,adjacent_transform,0.21976092974265227,0.32072260872265945,0.19467294496822551
C2,controlled_nl,pseudocode,base_conversion,0.09968941612074445,0.1565610152083896,0.08164764970176014
C2,controlled_nl,pseudocode,binary_search,0.05878951989655612,0.06922933578423751,0.027479785836128534
C2,controlled_nl,pseudocode,bounded_numeric_transform,0.10349970515658868,0.15575425483165084,0.04088797452547621
C2,controlled_nl,pseudocode,bubble_sort,0.09642627528252162,0.15161326055011792,0.10082048505423818
C2,controlled_nl,pseudocode,char_count,0.030115917123138325,0.013727888722763204,0.10464232314716265
C2,controlled_nl,pseudocode,chunking,0.1786707873188248,0.30097399447638373,0.14515260668811447
C2,controlled_nl,pseudocode,cumulative_scan,0.19588037994194718,0.2741102942362377,0.10913908914467552
C2,controlled_nl,pseudocode,deduplication,0.136244238218513,0.2614450991212294,0.09365322184655078
C2,controlled_nl,pseudocode,diagonal_aggregate,0.15928733112186988,0.21829753819512127,0.17145193536412928
C2,controlled_nl,pseudocode,dictionary_transform,0.11390240085108644,0.19810136034827286,0.03223416548872293
C2,controlled_nl,pseudocode,digit_aggregate,0.024568799020002363,0.03670474772330373,-0.008728558285228838
C2,controlled_nl,pseudocode,digit_count,0.05791885135368202,0.07085842344494281,0.000469250632597229
C2,controlled_nl,pseudocode,divisors,0.10106751947903914,0.1410912979384068,0.11740291174874995
C2,controlled_nl,pseudocode,element_transform,0.21641777242863314,0.3424696805433717,0.1785563138445161
C2,controlled_nl,pseudocode,factorial_product,0.1108539840487533,0.13053389947326643,0.16337182261961358
C2,controlled_nl,pseudocode,fibonacci,0.05662201112588294,0.05603805329632472,-0.014329367166777907
C2,controlled_nl,pseudocode,first_match_index,0.06903166002172945,0.09852614622720735,0.09721481881061911
C2,controlled_nl,pseudocode,flatten_one_level,0.1344676882964757,0.21764993004255528,0.1262824229662109
